Name,Sub-Sector,Market Cap,PE Ratio,6M Return,PB Ratio,PS Ratio,EV/EBITDA Ratio,Price / CFO,Dividend Yield,1Y Historical EPS Growth,Earnings Per Share
"Arvind Fashions Ltd","Textiles","8018.39","99.43","34.68","6.72","1.85","15.83","18.47","0.21","119.37","6.07"
"Mahindra Lifespace Developers Ltd","Real Estate","8003.55","81.46","-18.00","4.27","17.45","115.19","-","0.51","-3.28","6.35"
"Anupam Rasayan India Ltd","Specialty Chemicals","7949.29","61.81","-14.16","2.71","5.28","21.50","134.67","-","-32.01","11.84"
"eMudhra Ltd","IT Services & Consulting","7896.51","105.20","30.75","11.93","20.78","65.77","108.89","0.13","13.37","9.63"
"Dodla Dairy Ltd","FMCG - Foods","7842.92","47.04","43.95","6.89","2.49","24.00","-","-","36.34","28.03"
"Spicejet Ltd","Airlines","7837.51","-18.54","-3.94","-1.50","0.92","16.32","-","-","75.71","-6.10"
"Protean eGov Technologies Ltd","IT Consulting & Other Services","7833.21","80.51","53.60","8.46","8.25","48.97","136.13","-","-9.18","24.06"
"Sundaram Finance Holdings Ltd","Diversified Financials","7821.32","14.67","46.21","1.63","26.32","30.92","59.15","2.19","124.43","24.00"
"Laxmi Organic Industries Ltd","Specialty Chemicals","7807.40","64.77","11.44","4.34","2.70","26.19","13.90","0.21","-5.40","4.46"
"India Shelter Finance Corporation Ltd","Home Financing","7794.76","31.48","22.45","3.39","9.05","32.91","-","-","-7.57","32.84"
"Astra Microwave Products Ltd","Communication & Networking","7768.88","64.17","15.50","8.04","8.33","36.51","-","0.24","65.38","13.34"
"Chemplast Sanmar Ltd","Building Products - Pipes","7737.88","-48.84","0.34","4.55","1.93","79.81","-","-","-203.99","-10.02"
"Mahindra Holidays and Resorts India Ltd","Hotels Resorts & Cruise Lines","7710.59","66.74","-4.32","14.46","2.73","14.95","12.35","-","-0.05","5.74"
"Insolation Energy Ltd","Semiconductors","7677.11","138.40","102.74","70.87","10.36","90.64","125.87","-","346.26","26.63"
"Ahluwalia Contracts (India) Ltd","Construction & Engineering","7658.35","20.43","8.91","4.79","1.87","11.27","29.75","-","93.24","55.96"
"Indo Count Industries Ltd","Textiles","7632.02","22.58","5.34","3.65","2.12","13.86","52.35","0.57","21.89","17.06"
"Ethos Ltd","Precious Metals Jewellery & Watches","7630.68","91.60","30.87","8.63","7.46","40.82","247.67","-","22.54","34.83"
"Ujjivan Small Finance Bank Ltd","Private Banks","7602.44","5.93","-25.71","1.35","1.18","2.81","4.80","1.02","73.49","10.36"
"Sandur Manganese and Iron Ores Ltd","Mining - Diversified","7520.85","31.41","-0.86","3.48","5.63","17.75","49.12","2.15","-11.57","14.78"
"Responsive Industries Ltd","Building Products - Granite","7517.03","46.61","-3.48","6.61","6.80","29.47","33.40","0.04","556.34","6.05"
"Moil Ltd","Mining - Manganese","7470.96","25.47","10.03","3.05","4.84","12.35","29.49","1.65","17.06","14.42"
"Indigo Paints Ltd","Paints","7438.16","50.49","19.10","8.25","5.63","28.77","49.26","0.22","11.63","30.95"
"Welspun Enterprises Ltd","Construction & Engineering","7432.49","25.19","62.86","2.98","2.43","12.61","-","-","-57.28","20.60"
"Sudarshan Chemical Industries Ltd","Diversified Chemicals","7419.78","20.76","66.75","6.46","2.58","12.04","38.35","0.43","698.77","51.63"
"Tarc Ltd","Real Estate","7405.44","-96.12","56.35","5.81","61.00","153.44","46.80","-","-478.76","-2.61"
"Paradeep Phosphates Ltd","Fertilizers & Agro Chemicals","7340.15","73.47","38.44","2.06","0.63","15.66","5.11","-","-71.98","1.23"
"V I P Industries Ltd","Apparel & Accessories","7312.19","134.66","-0.19","10.79","3.20","34.60","-","0.39","-64.42","3.83"
"Dilip Buildcon Ltd","Construction & Engineering","7290.28","37.57","16.22","1.67","0.58","7.33","6.81","0.20","20762.37","13.27"
"Surya Roshni Ltd","Iron & Steel","7278.22","22.11","19.23","3.36","0.93","12.36","13.49","0.75","-2.62","30.25"
"Hindustan Foods Ltd","FMCG - Foods","7245.05","77.90","25.48","11.20","2.62","34.59","83.55","-","29.73","8.18"
"PDS Limited","Textiles","7229.47","50.13","9.56","5.80","0.69","16.88","38.15","0.57","62.11","10.99"
"Syrma SGS Technology Ltd","Electronic Equipments","7205.51","67.13","-14.00","4.30","2.24","30.01","-","0.37","-20.16","6.06"
"Ujaas Energy Ltd","Renewable Energy","7200.49","248.64","2867.05","80.78","136.17","437.59","57.60","-","310.08","1.52"
"Man Infraconstruction Ltd","Construction & Engineering","7127.40","23.73","-9.99","4.70","5.17","15.03","12.45","0.84","16.18","8.09"
"Balaji Amines Ltd","Specialty Chemicals","7127.25","34.79","-1.40","3.76","4.26","19.75","31.79","0.50","-37.07","63.23"
"Hindustan Construction Company Ltd","Construction & Engineering","7095.82","14.84","17.99","-42.12","0.88","5.35","78.25","-","1852.58","3.10"
"Orient Cement Ltd","Cement","7018.80","40.14","69.22","4.03","2.06","15.30","16.48","0.66","42.39","8.54"
"Ashoka Buildcon Ltd","Construction & Engineering","7009.38","13.93","44.86","2.82","0.69","4.59","9.36","-","72.04","17.92"
"Tamilnad Mercantile Bank Ltd","Private Banks","6988.84","6.52","-8.31","0.88","1.27","2.33","-","-","-1.05","67.70"
"Technocraft Industries (India) Ltd","Industrial Machinery","6978.46","26.41","39.98","4.07","3.07","15.61","22.68","-","2.15","115.07"
"Mishra Dhatu Nigam Ltd","Metals - Diversified","6968.11","75.92","-10.27","5.28","6.32","32.75","32.31","0.38","-41.26","4.90"
"Suprajit Engineering Ltd","Auto Parts","6961.07","41.62","20.67","5.11","2.36","18.38","27.93","-","9.94","12.08"
"ICRA Ltd","Stock Exchanges & Ratings","6953.28","46.02","35.63","7.09","13.34","28.57","64.98","1.39","11.73","156.55"
"Rallis India Ltd","Fertilizers & Agro Chemicals","6923.16","46.82","28.63","3.78","2.60","20.62","25.73","0.70","60.82","7.60"
"Kennametal India Ltd","Industrial Machinery","6921.72","62.64","29.60","9.44","6.16","34.84","60.56","0.95","26.00","50.28"
"Share India Securities Ltd","Investment Banking & Brokerage","6919.74","16.26","-2.94","3.93","4.65","9.30","-","0.50","18.20","24.02"
"Skipper Ltd","Power Infrastructure","6895.38","84.43","80.30","7.68","2.09","21.88","34.62","0.01","132.37","7.86"
"Johnson Controls-Hitachi Air Conditioning India Ltd","Home Electronics & Appliances","6876.30","-90.82","119.43","11.80","3.57","-","27.03","-","7.83","-27.84"
"Dhanuka Agritech Ltd","Fertilizers & Agro Chemicals","6872.64","28.75","19.11","5.47","3.83","18.83","51.11","0.93","3.51","52.45"
"Nazara Technologies Ltd","Theme Parks & Gaming","6867.70","121.40","44.54","2.94","5.64","35.44","75.64","-","32.24","7.93"
"Niit Learning Systems Ltd","Education Services","6852.45","32.13","-5.39","7.01","4.32","16.22","24.59","-","2.80","15.80"
"Piccadily Agro Industries Ltd","Sugar","6824.50","62.18","61.78","20.09","8.43","38.70","133.74","-","393.16","11.59"
"Sun Pharma Advanced Research Co Ltd","Pharmaceuticals","6815.60","-17.60","-38.41","54.20","64.90","-","-","-","-73.96","-11.93"
"Orchid Pharma Ltd","Pharmaceuticals","6774.04","73.50","25.81","5.79","7.97","46.81","53.77","-","77.44","20.14"
"Inox Green Energy Services Ltd","Heavy Electrical Equipments","6770.36","242.58","38.86","5.02","25.92","63.23","-","-","141.14","0.95"
"Thangamayil Jewellery Ltd","Precious Metals Jewellery & Watches","6756.89","54.83","81.59","13.70","1.76","33.09","20.45","0.41","131.83","44.91"
"Nesco Ltd","Real Estate","6751.83","18.61","19.97","2.94","8.62","12.04","17.98","0.63","24.82","51.49"
"National Highways Infra Trust","Roads","6746.84","22.93","3.95","0.47","6.92","23.62","8.39","-","76.49","6.86"
"KRBL Ltd","Packaged Foods & Meats","6735.09","11.30","1.60","1.39","1.23","7.93","29.74","1.36","-13.81","25.67"
"Greenlam Industries Ltd","Building Products - Laminates","6727.61","48.61","-4.08","6.25","2.89","24.20","34.74","0.31","4.63","10.87"
"Go Fashion (India) Ltd","Apparel & Accessories","6696.57","80.88","6.85","11.09","8.58","26.49","30.62","-","0.01","15.33"
"Bansal Wire Industries Ltd","Iron & Steel","6654.41","86.23","21.24","14.43","2.69","48.34","-","-","-14.17","8.07"
"BHARAT Bond ETF-April 2030-Growth","Debt","6636.67","-","5.23","-","-","-","-","0.00","-","-"
"Privi Speciality Chemicals Ltd","Specialty Chemicals","6607.07","69.61","58.88","7.02","3.71","21.32","18.64","0.12","327.52","24.30"
"GMM Pfaudler Ltd","Industrial Machinery","6599.72","36.89","1.97","6.77","1.90","14.43","23.25","0.14","8.08","39.80"
"South Indian Bank Ltd","Private Banks","6590.40","6.16","-9.42","0.75","0.65","-","0.93","1.19","28.50","4.37"
"Ceigall India Ltd","Construction & Engineering","6560.56","21.43","-1.90","7.24","2.14","13.12","-","-","83.03","19.48"
"Ami Organics Ltd","Pharmaceuticals","6531.09","152.77","31.98","9.57","9.01","64.52","52.18","0.17","-48.99","11.66"
"BHARAT Bond ETF-April 2032","Debt","6496.91","-","5.83","-","-","-","-","-","-","-"
"Kesoram Industries Ltd","Tires & Rubber","6494.42","-16.91","25.61","47.90","1.45","24.32","31.59","-","-76.50","-12.36"
"Gokaldas Exports Ltd","Apparel & Accessories","6456.99","49.31","11.72","5.00","2.68","24.56","-","-","-26.98","21.13"
"Jai Corp Ltd","Textiles","6414.71","122.14","21.87","4.26","12.84","73.74","156.53","0.14","486.18","2.94"
"TD Power Systems Ltd","Heavy Electrical Equipments","6396.73","54.05","38.59","9.07","6.29","33.04","76.15","0.27","265.53","7.58"
"Gulf Oil Lubricants India Ltd","Commodity Chemicals","6380.87","20.72","29.94","4.67","1.89","12.40","18.69","2.77","34.26","62.73"
"Rolex Rings Ltd","Industrial Machinery","6376.82","40.86","20.87","7.10","5.16","25.54","28.80","-","-21.22","57.30"
"Lloyds Enterprises Ltd","Trading Companies & Distributors","6374.63","54.22","59.96","3.11","5.83","29.79","-","0.20","141.07","0.92"
"Pilani Investment And Industries Corporation Ltd","Asset Management","6358.96","38.20","84.48","0.44","22.21","35.97","-","-","-32.31","150.34"
"VST Industries Ltd","FMCG - Tobacco","6354.50","21.07","3.88","5.07","4.24","14.03","38.05","3.65","-7.78","17.75"
"India Infrastructure Trust","Construction & Engineering","6347.84","7.72","-2.17","0.97","1.65","6.68","3.05","-","50.53","12.38"
"Gujarat Ambuja Exports Ltd","Agro Products","6328.28","18.30","-16.52","2.28","1.25","9.95","29.69","0.25","4.77","7.54"
"Indinfravit Trust","Roads","6266.15","-39.88","-1.74","1.02","1.81","6.29","4.23","20.54","70.73","-1.89"
"Le Travenues Technology Ltd","Online Services","6253.02","82.50","-1.06","14.02","9.00","80.23","144.68","-","249.04","2.04"
"Sharda Motor Industries Ltd","Auto Parts","6248.40","20.86","34.91","6.21","2.15","12.50","16.91","-","43.79","100.76"
"Jindal Worldwide Ltd","Textiles","6247.21","82.58","-5.24","8.69","3.44","36.81","1288.09","0.06","-34.62","3.77"
"Gabriel India Ltd","Auto Parts","6239.17","34.90","25.44","6.23","1.82","19.66","35.33","0.92","-","12.44"
"AGI Greenpac Ltd","Packaging","6215.48","24.73","15.55","3.43","2.54","10.95","10.56","0.62","-3.94","38.85"
"Aditya Vision Ltd","Retail - Speciality","6193.84","80.36","41.42","12.73","3.54","36.87","-","0.29","16.37","6.20"
"Bondada Engineering Ltd","Construction & Engineering","6177.11","138.13","150.03","36.79","7.69","86.67","114.33","0.01","315.86","1.77"
"R Systems International Ltd","IT Services & Consulting","6160.06","43.97","10.10","7.23","3.63","23.85","29.14","1.31","0.31","11.84"
"E2E Networks Ltd","Software Services","6158.20","281.71","277.77","86.91","64.09","126.96","143.68","-","120.59","15.10"
"Lux Industries Ltd","Apparel & Accessories","6140.94","47.41","77.52","3.95","2.62","28.36","25.63","-","-8.81","39.78"
"Optiemus Infracom Ltd","Technology Hardware","6108.74","107.62","160.46","14.33","3.94","61.33","151.43","-","35.56","6.61"
"Healthcare Global Enterprises Ltd","Hospitals & Diagnostic Centres","6045.20","125.60","18.81","6.99","3.13","20.11","21.24","-","63.88","3.46"
"Gujarat Alkalies And Chemicals Ltd","Commodity Chemicals","6043.86","-25.52","2.35","0.99","1.55","52.73","90.72","1.68","-157.82","-32.25"
"Ganesha Ecosphere Ltd","Textiles","6033.76","148.65","124.15","5.73","5.30","41.00","138.77","0.13","-45.91","17.21"
"Rain Industries Ltd","Commodity Chemicals","6003.77","-6.40","2.85","0.77","0.33","11.78","1.96","0.56","-165.19","-27.89"
"Entero Healthcare Solutions Ltd","Pharmaceuticals","5987.13","153.08","24.64","3.65","1.52","43.05","-","-","156.58","16.43"
"Prince Pipes and Fittings Ltd","Building Products - Pipes","5967.53","32.70","-11.24","3.86","2.29","17.52","181.38","0.19","50.30","16.51"
"Allcargo Logistics Ltd","Logistics","5952.71","39.76","-16.12","2.27","0.44","10.42","-","-","-72.86","1.31"
"DB Corp Ltd","Publishing","5947.41","13.98","16.13","2.68","2.40","7.95","10.28","1.50","150.94","23.90"
"Kovai Medical Center and Hospital Ltd","Hospitals & Diagnostic Centres","5913.31","32.90","31.17","6.66","4.77","16.41","17.18","0.19","55.23","164.25"
"Sterlite Technologies Ltd","Telecom Equipments","5908.10","-115.85","-5.15","2.92","1.07","13.87","7.47","-","-136.11","-1.28"
"Borosil Renewables Ltd","Housewares","5879.13","-125.33","-11.71","6.59","4.13","58.31","85.51","-","-167.37","-3.59"
"Refex Industries Ltd","Commodity Chemicals","5862.31","62.45","226.36","12.62","4.18","36.80","2056.95","0.10","-20.96","8.30"
"GHCL Ltd","Commodity Chemicals","5844.39","7.36","20.14","1.96","1.57","4.60","7.33","1.97","-28.40","80.38"
"Gopal Snacks Ltd","FMCG - Foods","5819.65","58.45","50.60","14.91","4.14","33.93","85.19","0.05","-11.41","7.99"
"Tilaknagar Industries Ltd","Alcoholic Beverages","5815.71","42.14","31.52","8.89","4.13","29.97","48.16","-","-16.23","7.30"
"Heritage Foods Ltd","FMCG - Foods","5802.53","54.46","103.06","7.18","1.52","26.60","14.88","0.40","82.50","11.48"
"National Fertilizers Ltd","Fertilizers & Agro Chemicals","5779.50","38.52","20.31","2.26","0.24","12.10","8.65","-","-67.26","3.06"
"Easy Trip Planners Ltd","Tour & Travel Services","5677.62","55.06","-28.01","9.09","9.32","36.03","45.75","-","14.13","0.59"
"India Tourism Development Corp Ltd","Tour & Travel Services","5645.34","80.26","4.58","14.92","10.29","43.25","133.37","0.38","27.64","8.20"
"SIS Ltd","Business Support Services","5637.32","29.67","-12.33","2.34","0.46","11.17","14.29","-","-44.59","13.11"
"Pricol Ltd","Auto Parts","5626.66","40.02","9.64","6.66","2.46","19.46","22.08","-","12.76","11.54"
"Jana Small Finance Bank Ltd","Private Banks","5623.30","8.40","17.70","1.57","1.20","6.19","7.95","-","74.41","83.92"
"Shilchar Technologies Ltd","Electronic Equipments","5607.11","61.03","28.67","26.75","13.69","43.82","73.31","0.17","113.08","120.47"
"Aarti Pharmalabs Ltd","Labs & Life Sciences Services","5585.73","25.75","21.69","3.18","3.01","14.78","25.82","0.49","-43.80","23.93"
"PTC India Ltd","Power Trading & Consultancy","5550.75","11.64","-12.17","0.92","0.33","7.45","2.27","-","7.02","16.11"
"J Kumar Infraprojects Ltd","Construction & Engineering","5545.90","16.77","20.72","2.10","1.13","7.69","16.38","0.55","20.54","43.71"
"Neogen Chemicals Ltd","Specialty Chemicals","5515.22","154.70","49.41","7.25","7.90","50.23","-","-","-30.66","13.89"
"Bharat Bijlee Ltd","Heavy Electrical Equipments","5512.25","41.94","44.01","2.96","2.88","25.65","22.87","0.72","57.94","116.29"
"Cyient DLM Ltd","Industrial Machinery","5501.07","89.89","3.01","6.05","4.51","37.14","-","-","54.34","9.26"
"Advanced Enzyme Technologies Ltd","Specialty Chemicals","5491.66","41.20","33.14","4.01","8.31","22.18","38.85","1.04","26.18","11.92"
"Magellanic Cloud Ltd","IT Services & Consulting","5467.02","53.17","-11.46","13.43","9.46","28.46","171.06","0.03","29.52","1.76"
"Sharda Cropchem Ltd","Fertilizers & Agro Chemicals","5454.73","171.10","69.58","2.44","1.69","14.39","15.98","0.50","-90.68","3.53"
"MAS Financial Services Ltd","Diversified Financials","5442.69","21.68","4.38","2.99","4.23","34.96","-","1.06","23.51","15.31"
"Anup Engineering Ltd","Textiles","5437.67","52.55","60.72","10.29","9.72","38.82","32.10","0.37","100.48","52.13"
"Kirloskar Industries Ltd","Investment Banking & Brokerage","5413.34","27.01","20.17","0.80","0.84","10.38","9.41","-","-8.57","202.31"
"Zaggle Prepaid Ocean Services Ltd","Software Services","5377.53","122.16","57.96","9.35","6.83","63.29","-","-","65.13","4.10"
"Yatharth Hospital & Trauma Care Services Ltd","Hospitals & Diagnostic Centres","5372.08","46.93","40.32","6.14","7.83","26.41","-","-","50.67","15.12"
"Heidelbergcement India Ltd","Cement","5355.32","31.92","17.90","3.64","2.21","13.30","15.32","-","69.15","7.40"
"MTAR Technologies Ltd","Industrial Machinery","5323.87","94.88","-7.55","7.87","9.08","46.11","92.77","-","-45.74","18.24"
"Orissa Minerals Development Company Ltd","Mining - Diversified","5317.32","1878.91","32.88","-415.42","59.49","179.59","-","-","117.04","4.70"
"Manorama Industries Ltd","Packaged Foods & Meats","5311.47","132.46","76.70","15.76","11.30","64.27","-","0.04","304.10","6.73"
"Dynamatic Technologies Ltd","Auto Parts","5287.89","43.41","-6.96","7.92","3.41","21.79","54.32","0.13","175.24","179.36"
"CSB Bank Ltd","Private Banks","5271.38","9.30","-22.18","1.39","1.50","2.59","2.96","-","3.56","32.64"
"Borosil Ltd","Housewares","5271.01","80.02","21.74","9.09","5.49","35.69","109.74","-","39.51","5.17"
"Awfis Space Solutions Ltd","Business Support Services","5260.97","-299.43","78.48","20.92","6.01","22.07","23.03","-","54.09","-7.10"
"Hemisphere Properties India Ltd","Real Estate","5251.70","-534.80","-2.14","14.75","658.93","-","-","-","-51.78","-0.34"
"Restaurant Brands Asia Ltd","Restaurants & Cafes","5182.28","-23.78","4.44","8.24","2.11","24.93","14.97","-","1.85","-4.40"
"Nippon India ETF Gold BeES","Gold","5168.88","-","5.20","-","-","-","-","0.00","-","-"
"Unichem Laboratories Ltd","Pharmaceuticals","5154.40","-73.14","25.45","2.18","2.86","70.68","308.83","-","65.15","-10.01"
"Network People Services Technologies Ltd","Software Services","5142.43","192.60","129.70","88.13","39.50","116.22","119.95","-","309.51","13.77"
"VRL Logistics Ltd","Logistics","5131.34","57.75","3.46","5.43","1.76","14.79","12.10","-","-72.37","10.11"
"Banco Products (India) Ltd","Auto Parts","5078.18","18.71","14.36","4.83","1.81","11.82","11.09","2.82","15.21","37.95"
"Greenpanel Industries Ltd","Wood Products","5059.61","35.46","27.13","3.84","3.18","19.07","37.50","0.36","-44.37","11.64"
"Websol Energy System Ltd","Renewable Energy Equipment & Services","5052.52","-41.77","106.87","46.90","188.39","-","144.61","-","-375.51","-29.87"
"Nocil Ltd","Commodity Chemicals","5034.64","37.85","13.39","2.96","3.39","19.93","25.06","0.99","-10.85","7.98"
