Name,Sub-Sector,Market Cap,PE Ratio,6M Return,PB Ratio,PS Ratio,EV/EBITDA Ratio,Price / CFO,Dividend Yield,1Y Historical EPS Growth,Earnings Per Share
"Saraswati Commercial (India) Ltd","Specialized Finance","2003.59","19.29","263.39","2.86","15.61","16.24","60.75","-","788.62","1008.61"
"PIX Transmissions Ltd","Industrial Machinery","2002.97","24.14","6.57","4.07","3.91","13.77","14.64","0.48","28.05","60.91"
"Uniparts India Ltd","Industrial Machinery","1999.44","16.04","-20.26","2.30","1.74","9.14","10.01","3.16","-39.50","27.78"
"Windlas Biotech Ltd","Pharmaceuticals","1997.76","34.34","73.41","4.44","3.10","19.61","18.33","0.57","39.70","27.89"
"Gocl Corporation Ltd","Commodity Chemicals","1994.80","41.34","-6.65","1.41","2.10","13.88","49.87","-","-77.15","9.73"
"Sanghi Industries Ltd","Cement","1987.82","-4.43","-17.30","1.79","1.88","-","-","-","-35.84","-17.37"
"Kotak Gold Etf","Gold","1984.14","-","9.74","-","-","-","-","0.00","-","-"
"Alicon Castalloy Ltd","Auto Parts","1983.29","32.32","32.86","3.57","1.27","11.57","12.60","-","19.35","38.09"
"Cosmo First Ltd","Packaging","1975.11","31.76","33.31","1.47","0.74","10.37","8.05","0.40","-74.02","23.69"
"Master Trust Ltd","Diversified Financials","1974.53","18.27","19.10","3.90","3.94","4.55","4.31","-","64.06","49.24"
"Som Distilleries and Breweries Ltd","Alcoholic Beverages","1972.50","22.80","-21.96","3.33","1.53","13.90","20.23","-","36.21","4.55"
"Tanfac Industries Ltd","Diversified Chemicals","1965.62","37.45","-9.32","8.53","5.10","23.95","57.42","0.36","-6.48","52.62"
"JITF Infralogistics Ltd","Shipbuilding","1952.58","55.11","19.43","65.13","0.58","8.49","7.94","-","127.76","13.78"
"Rama Steel Tubes Ltd","Building Products - Pipes","1952.11","67.04","-7.99","5.62","1.86","32.47","107.91","-","-1.29","0.20"
"Hester Biosciences Ltd","Biotechnology","1943.78","102.95","37.76","6.42","6.08","31.70","40.39","0.26","-29.05","22.19"
"Ceinsys Tech Ltd","IT Services & Consulting","1941.03","55.44","77.00","8.29","7.23","31.20","39.58","0.21","10.06","22.04"
"Expleo Solutions Ltd","Software Services","1939.19","21.44","-5.46","3.17","1.99","11.33","28.02","-","-32.45","58.27"
"Man Industries (India) Ltd","Building Products - Pipes","1939.14","18.44","-30.76","1.38","0.61","6.08","7.53","-","49.81","16.84"
"Jagran Prakashan Ltd","Publishing","1934.73","10.53","-11.51","0.89","0.96","4.85","6.52","5.62","1.66","8.44"
"Knowledge Marine & Engineering Works Ltd","Marine Transportation","1926.90","49.51","30.95","11.36","11.56","36.59","55.98","-","-20.19","36.03"
"Oriental Aromatics Ltd","Specialty Chemicals","1921.96","211.20","48.90","3.04","2.26","39.03","13.55","0.09","-53.90","2.70"
"Lotus Chocolate Company Ltd","FMCG - Foods","1920.19","-4571.87","272.91","52.14","13.23","6608.50","-","-","93.96","-0.33"
"Sangam (India) Ltd","Textiles","1919.02","47.01","-13.83","1.95","0.73","13.29","11.99","-","-70.97","8.57"
"Abans Holdings Ltd","Investment Banking & Brokerage","1914.43","23.42","-11.26","1.89","1.39","18.02","42.94","-","21.41","16.30"
"Talbros Automotive Components Ltd","Auto Parts","1912.65","17.39","4.87","3.56","2.25","10.79","28.65","-","97.86","5.94"
"Kody Technolab Ltd","Software Services","1912.10","391.02","266.52","51.54","82.28","252.65","-","-","-24.98","8.87"
"Andhra Paper Ltd","Paper Products","1906.97","5.61","-4.64","1.01","1.01","2.17","5.98","2.09","-34.97","17.09"
"HDFC Gold Exchange Traded Fund","Gold","1906.09","-","9.06","-","-","-","-","0.00","-","-"
"Andrew Yule & Co Ltd","Tea & Coffee","1905.44","-40.14","-11.03","4.95","5.47","-","35.07","-","-471.36","-0.96"
"ICICI Prudential Gold ETF","Gold","1905.05","-","9.82","-","-","-","-","0.00","-","-"
"Sterling Tools Ltd","Industrial Machinery","1904.24","34.39","47.22","4.26","2.03","16.71","18.74","0.38","15.64","15.37"
"Elpro International Ltd","Real Estate","1903.25","22.26","21.54","1.18","6.64","15.61","13.53","-","78.35","5.04"
"Cantabil Retail India Ltd","Apparel & Accessories","1902.10","30.57","4.80","5.83","3.05","13.04","15.01","0.18","-8.57","7.53"
"Nippon India ETF Nifty Next 50 Junior BeES","Equity","1901.11","-","13.20","-","-","-","-","0.00","-","-"
"Jaiprakash Associates Ltd","Conglomerates","1892.49","-1.41","-62.48","-0.72","0.27","133.04","1.62","-","0.14","-5.46"
"Excel Industries Ltd","Fertilizers & Agro Chemicals","1890.00","111.18","67.86","1.32","2.20","29.84","26.12","0.37","-78.74","13.52"
"BLS E-Services Ltd","IT Services & Consulting","1887.00","60.10","-31.26","4.31","6.10","32.67","96.03","-","2.14","3.99"
"Heranba Industries Ltd","Fertilizers & Agro Chemicals","1885.03","54.03","45.60","2.21","1.48","22.28","17.58","0.27","-66.57","8.72"
"Panacea Biotec Ltd","Biotechnology","1881.93","-1608.49","122.48","2.23","3.03","41.02","-","-","96.48","-0.19"
"Hariom Pipe Industries Ltd","Building Products - Pipes","1874.45","33.00","-1.52","4.03","1.62","15.39","377.91","-","-2.96","20.12"
"Shriram Properties Ltd","Real Estate","1870.82","24.79","-11.15","1.46","1.89","11.52","8.46","-","14.16","4.44"
"Tribhovandas Bhimji Zaveri Ltd","Precious Metals Jewellery & Watches","1868.46","34.33","126.35","3.11","0.81","16.02","47.08","0.63","35.37","8.16"
"NDR Auto Components Ltd","Auto Parts","1864.41","48.16","88.48","7.35","3.04","27.73","68.02","0.24","37.76","16.27"
"D Link (India) Limited","Technology Hardware","1860.99","20.09","61.72","4.28","1.49","12.54","15.44","2.48","7.27","26.09"
"Seshasayee Paper and Boards Ltd","Paper Products","1860.83","6.87","-8.89","0.97","1.00","3.16","9.20","1.69","-31.59","42.93"
"Deccan Gold Mines Ltd","Mining - Diversified","1860.54","-29.17","-5.09","8.80","516.82","-","-","-","-1723.09","-4.65"
"Navkar Corporation Ltd","Logistics","1856.35","-1073.04","13.88","0.94","4.21","34.27","30.01","-","-101.87","-0.11"
"Sahasra Electronic Solutions Ltd","Electronic Equipments","1851.96","56.76","31.25","30.71","17.91","49.44","1949.44","0.66","1276.35","17.69"
"Syncom Formulations (India) Ltd","Pharmaceuticals","1840.52","72.69","41.88","6.39","6.65","41.06","-","-","20.95","0.27"
"Divgi TorqTransfer Systems Ltd","Industrial Machinery","1835.43","46.20","-27.37","3.16","6.72","21.61","56.54","0.43","-26.19","12.99"
"Salzer Electronics Ltd","Electrical Components & Equipments","1829.81","39.88","27.05","3.81","1.57","17.90","76.98","0.24","13.58","27.34"
"Satin Creditcare Network Ltd","Consumer Finance","1819.86","4.17","-34.37","0.76","0.81","13.98","-","-","7307.38","44.75"
"B L Kashyap and Sons Ltd","Construction & Engineering","1815.92","34.58","20.86","3.66","1.44","17.09","23.04","-","137.22","2.33"
"Wheels India Ltd","Auto Parts","1813.66","28.89","26.27","2.14","0.36","9.19","5.51","1.00","12.54","25.89"
"Matrimony.Com Ltd","Online Services","1808.79","36.50","39.40","6.21","3.56","15.56","29.56","0.62","7.67","22.26"
"TAJ GVK Hotels and Resorts Ltd","Hotels Resorts & Cruise Lines","1807.06","19.49","-22.78","3.30","4.40","13.96","14.60","0.52","-0.64","14.78"
"Praveg Ltd","Advertising","1799.14","138.40","-27.42","6.25","19.03","54.69","105.58","-","-60.37","5.72"
"G M Breweries Ltd","Alcoholic Beverages","1791.54","11.82","27.72","2.18","2.58","9.47","30.23","0.71","51.76","66.32"
"Mercury Ev-Tech Ltd","Commodities Trading","1787.07","893.54","23.02","35.66","79.32","526.62","-","-","-21.17","0.11"
"Kilburn Engineering Ltd","Industrial Machinery","1786.14","35.35","-1.31","7.02","5.36","22.94","68.78","0.47","-","12.08"
"Yatra Online Ltd","Online Services","1781.00","-394.90","-21.51","2.38","3.97","36.01","-","-","-149.30","-0.33"
"GNA Axles Ltd","Auto Parts","1776.69","17.77","0.17","2.22","1.18","9.80","18.05","0.48","-23.23","23.28"
"GKW Ltd","Logistics","1774.65","128.04","22.21","0.75","45.39","80.94","128.69","-","58.40","23.23"
"ASM Technologies Ltd","IT Services & Consulting","1764.66","-412.30","32.15","12.97","8.55","166.24","-","0.07","-141.17","-3.88"
"Capital India Finance Ltd","Diversified Financials","1762.24","151.39","81.36","2.67","2.52","74.99","14.62","-","128.00","1.50"
"Advait Infratech Ltd","Electrical Components & Equipment","1760.28","80.45","-1.97","23.51","8.31","45.54","-","0.09","287.94","21.45"
"MSP Steel & Power Ltd","Iron & Steel","1760.08","122.65","64.12","3.02","0.60","15.23","10.33","-","128.37","0.37"
"Jyoti Resins and Adhesives Ltd","Commodity Chemicals","1751.46","26.09","5.89","10.54","6.63","18.08","65.21","-","44.53","55.93"
"Eco Recycling Ltd","Business Support Services","1743.08","97.76","60.47","25.82","49.42","73.24","-","-","188.05","9.24"
"Reliance Industrial Infrastructure Ltd","Oil & Gas - Storage & Transportation","1733.93","130.27","-12.36","3.68","20.21","77.99","854.15","0.30","-24.20","8.81"
"Camlin Fine Sciences Ltd","Specialty Chemicals","1727.55","-18.62","-7.21","2.02","1.06","46.81","12.43","-","-272.26","-5.72"
"Jindal Drilling and Industries Ltd","Oil & Gas - Equipment & Services","1723.22","33.69","-23.51","1.27","2.67","11.05","-","0.08","-47.21","17.65"
"Brightcom Group Ltd","Advertising","1719.78","1.25","-43.39","0.32","0.23","0.45","5.99","1.17","14.51","6.79"
"VL E-Governance & IT Solutions Ltd","IT Services & Consulting","1717.26","-10.11","141.73","0.70","76.49","-","-","-","-2985.05","-16.04"
"Hind Rectifiers Ltd","Electrical Components & Equipments","1707.62","136.72","32.17","13.71","3.30","47.80","50.37","0.12","292.79","7.29"
"Bigbloc Construction Ltd","Building Products - Granite","1704.57","55.16","1.37","15.69","6.89","30.69","85.53","0.17","1.91","2.18"
"Fedders Holding Ltd","Investment Banking & Brokerage","1703.29","18.19","12.29","4.10","2.93","18.05","-","-","35.01","7.99"
"Sirca Paints India Ltd","Paints","1702.91","33.11","-3.19","5.52","5.35","21.77","52.56","0.48","11.56","9.38"
"Sportking India Ltd","Textiles","1701.09","24.18","25.42","1.89","0.71","10.54","-","0.38","199.68","5.35"
"Bombay Super Hybrid Seeds Ltd","Seeds","1700.93","76.55","-26.37","21.73","6.60","59.36","147.39","-","627.87","2.12"
"Suyog Telematics Ltd","Telecom Infrastructure","1700.66","26.87","31.35","5.70","9.76","14.78","23.63","-","35.53","59.87"
"SMC Global Securities Ltd","Investment Banking & Brokerage","1693.00","9.04","9.89","1.54","1.03","2.91","-","1.48","62.27","17.89"
"BCL Industries Ltd","FMCG - Foods","1692.76","18.75","-4.26","2.51","0.79","11.00","43.20","0.40","28.05","3.51"
"Wealth First Portfolio Managers Ltd","Diversified Financials","1692.44","39.64","111.86","14.31","25.27","30.24","109.12","0.44","208.97","40.08"
"Filatex India Ltd","Textiles","1692.30","15.29","-14.77","1.41","0.39","7.22","10.08","-","86.55","2.50"
"Renaissance Global Ltd","Precious Metals Jewellery & Watches","1690.38","23.36","52.99","1.47","0.80","12.39","-","-","147.08","7.60"
"GTPL Hathway Ltd","Cable & D2H","1689.76","15.79","-15.40","1.31","0.52","3.74","3.72","-","-6.09","9.52"
"I G Petrochemicals Ltd","Specialty Chemicals","1681.71","42.56","5.98","1.35","0.79","13.07","45.22","1.37","-80.25","12.83"
"India Power Corporation Ltd","Power Generation","1679.79","97.72","-1.15","1.65","2.42","21.04","19.84","-","8.45","0.18"
"Sat Industries Ltd","Commodities Trading","1672.87","6.49","26.47","2.32","2.15","4.19","-","0.20","502.34","22.81"
"Udaipur Cement Works Ltd","Cement","1664.24","27.10","-22.98","1.86","1.41","13.77","12.99","-","42.39","1.28"
"DEE Development Engineers Ltd","Iron & Steel","1662.82","63.44","-28.19","3.69","2.06","16.41","16.16","-","102.01","4.94"
"Atul Auto Ltd","Three Wheelers","1662.72","185.16","20.74","3.59","3.14","41.30","-","-","99.25","3.48"
"Alldigi Tech Ltd","IT Services & Consulting","1662.27","25.97","47.80","6.77","3.49","12.78","18.30","4.13","30.99","42.00"
"Suryoday Small Finance Bank Ltd","Private Banks","1660.54","7.69","-25.13","0.92","0.92","1.42","1.78","-","177.94","20.34"
"Amines and Plasticizers Ltd","Commodity Chemicals","1658.03","41.64","37.39","7.53","2.55","23.72","35.39","0.17","74.11","7.24"
"Allied Digital Services Ltd","IT Services & Consulting","1655.15","36.10","114.16","2.67","2.40","19.13","24.48","0.50","556.02","8.33"
"Roto Pumps Ltd","Industrial Machinery","1654.08","42.23","23.11","8.44","5.93","23.71","42.81","-","77.88","12.47"
"Balmer Lawrie Investments Ltd","Conglomerates","1653.25","9.84","8.59","0.83","0.67","4.66","6.15","-","175.35","13.76"
"Monte Carlo Fashions Ltd","Apparel & Accessories","1650.58","27.54","23.38","2.08","1.35","11.08","20.26","2.51","-54.77","28.91"
"Diffusion Engineers Ltd","Industrial Machinery","1649.45","53.80","116.92","8.64","5.75","35.37","42.19","0.08","-67.45","19.31"
"Rane (Madras) Ltd","Auto Parts","1647.59","545.56","19.64","6.44","0.73","51.55","13.72","-","-89.94","1.86"
"Beta Drugs Ltd","Pharmaceuticals","1647.13","45.21","28.80","10.48","5.54","26.62","53.25","-","18.63","37.89"
"Butterfly Gandhimathi Appliances Ltd","Home Electronics & Appliances","1643.85","222.74","7.12","5.63","1.76","51.33","44.61","-","-85.71","4.13"
"Associated Alcohols & Breweries Ltd","Alcoholic Beverages","1637.89","32.34","65.83","3.87","2.13","19.72","57.63","0.22","21.85","28.01"
"Bharat Wire Ropes Ltd","Iron & Steel","1632.16","16.97","-21.06","2.47","2.62","10.66","19.15","-","49.85","14.15"
"Kokuyo Camlin Ltd","Stationery","1630.24","37.19","15.80","5.50","1.98","20.67","86.53","0.31","79.38","4.37"
"GRP Ltd","Tires & Rubber","1627.60","71.89","87.25","9.76","3.52","34.82","60.26","0.31","62.53","42.45"
"Swelect Energy Systems Ltd","Electrical Components & Equipments","1626.91","26.24","-23.25","1.90","5.06","10.49","18.17","0.37","1019.13","40.90"
"Sadhana Nitro Chem Ltd","Specialty Chemicals","1624.66","398.20","-8.14","7.17","8.37","40.94","-","0.23","26.63","0.13"
"GPT Infraprojects Ltd","Construction & Engineering","1621.13","28.03","48.27","5.38","1.58","14.09","14.30","1.08","84.20","4.97"
"Vintage Coffee and Beverages Ltd","Tea & Coffee","1593.43","133.01","124.27","9.58","12.08","64.85","-","0.03","176.90","1.27"
"Bajaj Steel Industries Ltd","Industrial Machinery","1592.97","26.99","138.91","4.80","2.81","16.07","28.79","0.10","-12.58","113.50"
"Paushak Ltd","Specialty Chemicals","1582.53","29.12","1.13","3.88","6.98","16.95","28.24","0.39","0.65","176.34"
"Arman Financial Services Ltd","Consumer Finance","1579.14","9.10","-26.18","1.94","2.39","12.11","-","-","65.64","183.00"
"Irm Energy Ltd","Gas Distribution","1577.31","18.41","-33.46","1.65","1.73","7.42","13.11","0.39","13.44","24.02"
"Chemfab Alkalis Ltd","Commodity Chemicals","1572.71","59.75","76.26","4.06","4.68","24.71","50.17","0.11","-59.38","18.53"
"5Paisa Capital Ltd","Diversified Financials","1571.36","28.86","-9.44","2.91","3.98","3.31","-","-","21.36","17.61"
"Agarwal Industrial Corporation Ltd","Commodity Chemicals","1569.75","14.37","17.17","3.07","0.74","10.29","13.98","0.29","11.50","73.03"
"Dynacons Systems and Solutions Ltd","IT Services & Consulting","1566.89","29.11","-9.00","9.94","1.52","18.37","53.57","-","51.76","42.37"
"Kabra Extrusion Technik Ltd","Industrial Machinery","1564.68","46.28","18.28","3.46","2.54","22.51","48.50","0.67","-13.64","9.86"
"Southern Petrochemical Industries Corporation Ltd","Fertilizers & Agro Chemicals","1563.96","13.83","-3.09","1.45","0.77","7.43","6.88","1.95","-62.40","5.55"
"Steelcast Ltd","Iron & Steel","1563.14","20.84","16.93","5.80","3.79","12.77","22.97","0.93","6.32","37.05"
"Mufin Green Finance Ltd","Specialized Finance","1562.96","97.26","-25.95","6.40","15.88","82.95","-","-","84.53","0.69"
"India Nippon Electricals Ltd","Auto Parts","1555.90","26.24","-3.07","2.50","2.05","14.89","24.82","1.49","22.95","26.21"
"Zota Health Care Ltd","Pharmaceuticals","1553.98","-108.29","20.62","17.27","8.55","189.02","-","0.17","-144.93","-5.63"
"Walchandnagar Industries Ltd","Industrial Machinery","1552.51","-37.11","15.79","4.30","4.80","74.64","144.42","-","-277.10","-8.25"
"Dynamic Cables Ltd","Cables","1552.01","41.09","43.91","7.25","2.01","20.31","1231.75","0.07","21.76","17.16"
"Everest Industries Ltd","Building Products - Prefab Structures","1550.27","86.13","-16.43","2.59","0.97","23.86","8.49","0.25","-57.66","11.42"
"India Motor Parts & Accessories Ltd","Auto Parts","1548.14","20.94","21.40","0.75","1.99","15.75","57.70","2.18","-1.62","59.23"
"Peninsula Land Ltd","Real Estate","1544.51","11.99","-8.59","6.48","2.40","9.82","8.58","-","26.17","4.27"
"Sigachi Industries Ltd","Commodity Chemicals","1541.53","26.96","-32.46","3.50","3.75","18.64","119.59","0.21","259434883527532740.00","1.80"
"Mangalore Chemicals and Fertilisers Ltd","Fertilizers & Agro Chemicals","1539.99","9.95","12.84","1.64","0.40","5.39","3.10","-","14.96","13.06"
"Asian Energy Services Ltd","Oil & Gas - Exploration & Production","1534.29","60.24","20.63","5.52","4.63","31.71","-","-","109.69","1.14"
"Dhunseri Ventures Ltd","Specialty Chemicals","1534.26","10.02","25.37","0.52","2.61","5.77","-","1.14","-71.78","43.71"
"ULTRAMARINE & PIGMENTS Ltd","Commodity Chemicals","1533.15","26.62","29.07","1.70","2.68","14.84","19.64","0.95","-16.76","19.73"
"Mishtann Foods Ltd","FMCG - Foods","1523.74","4.40","-24.95","2.77","1.18","4.37","-","-","584.71","3.40"
"Automobile Corp Of Goa Ltd","Trucks & Buses","1523.68","39.71","20.23","6.96","2.55","27.54","25.00","0.80","37.87","63.02"
"Dcm Shriram Industries Ltd","Packaged Foods & Meats","1521.93","13.19","-6.97","1.87","0.72","8.03","19.86","1.14","91.81","13.26"
"Borosil Scientific Ltd","Health Care Equipment & Supplies","1517.72","64.45","8.97","4.03","3.79","30.02","50.59","-","-","2.65"
"Chaman Lal Setia Exports Ltd","Packaged Foods & Meats","1517.13","13.12","37.12","2.12","1.11","9.48","-","-","-1.73","22.35"
"Om Infra Ltd","Construction & Engineering","1507.25","31.90","8.16","1.96","1.31","13.33","24.67","0.32","266.56","4.91"
"Yamuna Syndicate Ltd","Commodities Trading","1506.09","12.12","102.48","1.27","7.91","11.52","-","0.82","37.02","4042.36"
"Forbes Precision Tools and Machine Parts Ltd","Industrial Machinery & Supplies & Components","1504.49","50.64","32.88","10.92","6.55","28.55","159.04","-","675.28","11.51"
"Kotak Nifty 50 ETF","Equity","1502.05","-","10.42","-","-","-","-","0.00","-","-"
"Hexa Tradex Ltd","Commodities Trading","1492.99","16.18","77.39","0.39","11.21","11.84","15.50","-","460.33","16.70"
"Arihant Superstructures Ltd","Real Estate","1491.64","21.55","0.61","4.61","2.92","17.58","-","0.33","62.18","16.82"
"JG Chemicals Ltd","Commodity Chemicals","1489.66","48.30","60.64","3.67","2.21","25.79","19.61","-","-49.79","8.70"
"Jaykay Enterprises Ltd","Investment Banking & Brokerage","1488.68","173.10","62.64","7.60","22.34","87.53","-","-","9.42","0.88"
"Himatsingka Seide Ltd","Textiles","1474.20","13.07","9.97","0.95","0.51","6.81","4.57","-","276.06","11.46"
"Yuken India Ltd","Industrial Machinery","1472.19","78.18","9.16","5.27","3.44","30.76","45.33","0.13","88.69","15.06"
